commit,subject,heuristic_subsystem_tags,heuristic_requirement_ids,touched_paths,audit_state,evidence_reference
"5413b14907a7b4ff8dc09c433fec08a9ccb862b2","feat(mobile): expose protected Android device identity","android-and-mobile;product-feature;requirements-and-architecture;voice","MOB;LAT-001;LAT-008;LAT-009;LAT-010;LAT-013;LAT-016;VOC;LAT-016;LAT-017","apps/android/app/build.gradle.kts;apps/android/app/src/main/kotlin/com/astraive/lattice/AndroidMobileProfile.kt;apps/android/app/src/main/kotlin/com/astraive/lattice/MainActivity.kt;apps/android/app/src/main/kotlin/uniffi/lattice_uniffi/lattice_uniffi.kt;crates/lattice-uniffi/Cargo.toml;crates/lattice-uniffi/src/bin/uniffi-bindgen.rs;crates/lattice-uniffi/src/lib.rs;docs/README.md;docs/features/mobile.md","PENDING-AUDIT",""
"24d86eea3d5bfab8f36582404e91090e7ea502a3","feat(transport): accept bounded TCP peers","product-feature;requirements-and-architecture;sync-routing-transport;voice","NET;LAT-002;LAT-005;LAT-007;LAT-011;VOC;LAT-016;LAT-017","crates/lattice-transport/src/lib.rs;crates/lattice-transport/src/tcp_peer.rs;docs/features/networking.md","PENDING-AUDIT",""
"22b2faf9acf445d9942acb6e8cfb804fbfa9c38b","refactor(rust): clear strict workspace lint","files-and-transfers;requirements-and-architecture;spaces-and-mls;sync-routing-transport;tests-and-fuzzing;voice","SPC;IDN-004;IDN-008;LAT-003;LAT-007;NET;LAT-002;LAT-005;LAT-007;LAT-011;FIL;LAT-006;VOC;LAT-016;LAT-017;LAT-006;LAT-007;LAT-018","crates/lattice-crypto/src/lib.rs;crates/lattice-files/src/lib.rs;crates/lattice-mesh/src/lib.rs;crates/lattice-platform/src/lib.rs;crates/lattice-router/src/lib.rs;crates/lattice-sync/src/lib.rs;crates/lattice-testkit/src/lib.rs;crates/lattice-voice/src/lib.rs;docs/README.md","PENDING-AUDIT",""
"92fd401389c6ac427a0c3250f7a0292802c1a4f1","fix(sync): keep overflow fixture IDs unique","behavior-fix;sync-routing-transport;voice","NET;LAT-002;LAT-005;LAT-007;LAT-011;VOC;LAT-016;LAT-017","crates/lattice-sync/src/lib.rs","PENDING-AUDIT",""
"06b6d0cdc445d3e5d06458bd4143bef4f6bcde26","feat(core): enumerate recoverable local Spaces","android-and-mobile;cli-and-node;desktop;product-feature;requirements-and-architecture;spaces-and-mls;storage-outbox-courier;voice","MOB;LAT-001;LAT-008;LAT-009;LAT-010;LAT-013;LAT-016;DSK;LAT-002;LAT-004;CLI;NET;LAT-004;SPC;IDN-004;IDN-008;LAT-003;LAT-007;LAT-004;LAT-005;LAT-006;MSG;VOC;LAT-016;LAT-017","apps/cli/src/main.rs;apps/desktop/src-tauri/src/lib.rs;apps/desktop/src/App.css;apps/desktop/src/App.tsx;crates/lattice-core/src/lib.rs;crates/lattice-storage/src/lib.rs;docs/README.md;docs/features/desktop.md;docs/features/spaces.md","PENDING-AUDIT",""
"951b8a94437f32481bb8630c26072a6465321b28","feat(mobile): expose paged local Space snapshots","android-and-mobile;product-feature;requirements-and-architecture;spaces-and-mls;voice","MOB;LAT-001;LAT-008;LAT-009;LAT-010;LAT-013;LAT-016;SPC;IDN-004;IDN-008;LAT-003;LAT-007;VOC;LAT-016;LAT-017","apps/android/app/src/main/kotlin/com/astraive/lattice/AndroidMobileProfile.kt;apps/android/app/src/main/kotlin/com/astraive/lattice/MainActivity.kt;apps/android/app/src/main/kotlin/uniffi/lattice_uniffi/lattice_uniffi.kt;crates/lattice-uniffi/src/lib.rs;docs/README.md;docs/features/mobile.md","PENDING-AUDIT",""
"45d7f710e59278e527e626c344fd4471b566e4e4","fix(cli): validate local Space cursors early","behavior-fix;cli-and-node;requirements-and-architecture;spaces-and-mls","CLI;NET;LAT-004;SPC;IDN-004;IDN-008;LAT-003;LAT-007","apps/cli/src/main.rs;docs/PLAN.md;docs/REQUIREMENTS.md;docs/TODO.md;docs/features/cli.md","PENDING-AUDIT",""
"8663d7618294ec5793fb2f826287cd28db7b04a7","fix(messaging): authorize author deletions and tagged reaction removals","behavior-fix;messaging-and-projections;protocol-events-vectors;requirements-and-architecture;spaces-and-mls;voice","LAT-002;LAT-003;LAT-006;LAT-011;LAT-018;SPC;IDN-004;IDN-008;LAT-003;LAT-007;MSG;LAT-003;LAT-004;LAT-007;VOC;LAT-016;LAT-017","crates/lattice-core/src/space.rs;docs/features/messaging.md;protocol/specs/07-permissions.md","PENDING-AUDIT",""
"4f9827f349dd3064326afed488b3320695ed6da9","feat(cli): add peer pinning and isolate Space commands","cli-and-node;identity-trust-pki;messaging-and-projections;product-feature;spaces-and-mls","CLI;NET;LAT-004;IDN;LAT-009;SPC;IDN-004;IDN-008;LAT-003;LAT-007;MSG;LAT-003;LAT-004;LAT-007","apps/cli/src/identity.rs;apps/cli/src/main.rs;apps/cli/src/space.rs","PENDING-AUDIT",""
"187a005633236bc4d1c306efe379620d8a1da948","feat(desktop): add identity pin and local Space panels","desktop;messaging-and-projections;product-feature;spaces-and-mls","DSK;LAT-002;LAT-004;SPC;IDN-004;IDN-008;LAT-003;LAT-007;MSG;LAT-003;LAT-004;LAT-007","apps/desktop/src/App.css;apps/desktop/src/App.tsx;apps/desktop/src/features/identity/PeerIdentityPinPanel.tsx;apps/desktop/src/features/spaces/LocalSpaceBrowser.tsx","PENDING-AUDIT",""
"2bb2c5caa0d556e7b9b395a5e21ae41230df56cc","feat(identity): persist and expose peer identity pins","android-and-mobile;desktop;identity-trust-pki;messaging-and-projections;product-feature;protocol-events-vectors;requirements-and-architecture;spaces-and-mls;storage-outbox-courier;tests-and-fuzzing;voice","MOB;LAT-001;LAT-008;LAT-009;LAT-010;LAT-013;LAT-016;DSK;LAT-002;LAT-004;LAT-002;LAT-003;LAT-006;LAT-011;LAT-018;IDN;LAT-009;SPC;IDN-004;IDN-008;LAT-003;LAT-007;MSG;LAT-003;LAT-004;LAT-007;LAT-004;LAT-005;LAT-006;MSG;VOC;LAT-016;LAT-017;LAT-006;LAT-007;LAT-018",".github/workflows/ci.yml;Cargo.lock;apps/android/app/src/main/kotlin/com/astraive/lattice/AndroidMobileProfile.kt;apps/android/app/src/main/kotlin/com/astraive/lattice/MainActivity.kt;apps/android/app/src/main/kotlin/com/astraive/lattice/identity/IdentityPinCard.kt;apps/android/app/src/main/kotlin/uniffi/lattice_uniffi/lattice_uniffi.kt;apps/android/app/src/test/kotlin/com/astraive/lattice/IdentityPinHexTest.kt;apps/desktop/src-tauri/src/encoding.rs;apps/desktop/src-tauri/src/identity.rs;apps/desktop/src-tauri/src/lib.rs;apps/desktop/src-tauri/src/profile.rs;apps/desktop/src-tauri/src/spaces.rs;crates/lattice-core/src/identity_pin.rs;crates/lattice-core/src/lib.rs;crates/lattice-identity/Cargo.toml;crates/lattice-identity/src/lib.rs;crates/lattice-identity/src/pinned_identity.rs;crates/lattice-storage/src/lib.rs;crates/lattice-storage/src/trusted_identities.rs;crates/lattice-uniffi/src/identity.rs;crates/lattice-uniffi/src/lib.rs;crates/lattice-uniffi/src/mobile_client.rs;docs/architecture.md;docs/data/DATA_MODEL.md;docs/features/cli.md;docs/features/mobile.md;docs/spec.md;docs/spec2.md;packages/desktop-ui/src/components.tsx;packages/desktop-ui/test/components.test.tsx;protocol/specs/03-identity.md;protocol/vectors/identity-bundle.json","PENDING-AUDIT",""
"d49a03a8ce346528875306a95b4c7b6052ab1fd9","feat(messaging): project authorized edits reactions and pins","messaging-and-projections;product-feature;protocol-events-vectors;requirements-and-architecture;spaces-and-mls;voice","LAT-002;LAT-003;LAT-006;LAT-011;LAT-018;SPC;IDN-004;IDN-008;LAT-003;LAT-007;MSG;LAT-003;LAT-004;LAT-007;VOC;LAT-016;LAT-017","crates/lattice-core/src/space.rs;crates/lattice-core/src/space/message_projection.rs;docs/features/messaging.md;docs/features/spaces.md;protocol/specs/07-permissions.md","PENDING-AUDIT",""
"709385119b6a99e628698d45dc145fa18cd006d1","refactor(cli): split identity and Space dispatch","cli-and-node;spaces-and-mls","CLI;NET;LAT-004;SPC;IDN-004;IDN-008;LAT-003;LAT-007","apps/cli/src/main.rs","PENDING-AUDIT",""
"83547514294d7b1a7788792232f9968c13cf4e14","fix(uniffi): normalize mobile identity byte inputs","android-and-mobile;behavior-fix;voice","MOB;LAT-001;LAT-008;LAT-009;LAT-010;LAT-013;LAT-016;VOC;LAT-016;LAT-017","crates/lattice-uniffi/src/mobile_client.rs","PENDING-AUDIT",""
"fb270a547affe5b10bd5c5f03d0bec56e2f888e8","build(android): ignore generated JNI libraries","build-repository-maintenance","",".gitignore","PENDING-AUDIT",""
"155111b0e4b4a14fecfed3798725c7477632a2ac","docs(android): record native ABI verification status","android-and-mobile;requirements-and-architecture","MOB;LAT-001;LAT-008;LAT-009;LAT-010;LAT-013;LAT-016","docs/features/mobile.md","PENDING-AUDIT",""
"4d872da8680dace31d38d87922b2a59499852b52","fix(files): reject unsafe incoming filename hints","behavior-fix;files-and-transfers;requirements-and-architecture;voice","FIL;LAT-006;VOC;LAT-016;LAT-017","crates/lattice-files/src/lib.rs;docs/features/files.md","PENDING-AUDIT",""
"9f710c24e5aad48a9d8546b1b70e0adf8aa0409f","fix(sync): reject cross-summary author forks","behavior-fix;sync-routing-transport;voice","NET;LAT-002;LAT-005;LAT-007;LAT-011;VOC;LAT-016;LAT-017","crates/lattice-sync/src/lib.rs","PENDING-AUDIT",""
"7350b8bd94a8d29aa5922d71b0a5298ae9728fa6","fix(router): constrain volatile route classes","behavior-fix;sync-routing-transport;voice","NET;LAT-002;LAT-005;LAT-007;LAT-011;VOC;LAT-016;LAT-017","crates/lattice-router/src/lib.rs","PENDING-AUDIT",""
"dd8efae44ca88da67cc1a4a4d9192a09aeabb424","docs(networking): record sync and route boundaries","requirements-and-architecture;sync-routing-transport","NET;LAT-002;LAT-005;LAT-007;LAT-011","docs/features/networking.md","PENDING-AUDIT",""
"64d4ec917f801b7928dd645917033406bf54c149","docs(voice): clarify signaling-only implementation scope","requirements-and-architecture;voice","VOC;LAT-016;LAT-017","docs/features/voice.md","PENDING-AUDIT",""
"9d34244c288fabe2e6508a1556285f8e4a606ee3","docs(apps): clarify CLI and desktop boundaries","requirements-and-architecture","","docs/features/cli.md;docs/features/desktop.md","PENDING-AUDIT",""
"50cad408e8c0336273e791f1c696a75b0ba2dfac","docs(requirements): include CLI identity pin requirement","messaging-and-projections;requirements-and-architecture","MSG;LAT-003;LAT-004;LAT-007","docs/REQUIREMENTS.md","PENDING-AUDIT",""
"41e760ef2ff36d8c3e1962f0b784dfd36854add3","chore(desktop): annotate owned Tauri command inputs","desktop;identity-trust-pki;spaces-and-mls","DSK;LAT-002;LAT-004;IDN;LAT-009;SPC;IDN-004;IDN-008;LAT-003;LAT-007","apps/desktop/src-tauri/src/identity.rs;apps/desktop/src-tauri/src/spaces.rs","PENDING-AUDIT",""
"32cc5ac34b2ef3a7179ad415b6ac8aabc41e2e8e","docs(android): record packaged native ABI verification","android-and-mobile;requirements-and-architecture","MOB;LAT-001;LAT-008;LAT-009;LAT-010;LAT-013;LAT-016","docs/features/mobile.md","PENDING-AUDIT",""
"a96da166fcd27672b927fa3eda29b18f08bff8df","docs(android): record offline emulator limitation","android-and-mobile;requirements-and-architecture","MOB;LAT-001;LAT-008;LAT-009;LAT-010;LAT-013;LAT-016","docs/features/mobile.md","PENDING-AUDIT",""
"dd1d3d9b74ab317045ceea9237b0598b4cfec190","feat(identity): add fingerprint-bound device trust","android-and-mobile;cli-and-node;desktop;identity-trust-pki;messaging-and-projections;product-feature;protocol-events-vectors;requirements-and-architecture;tests-and-fuzzing;voice","MOB;LAT-001;LAT-008;LAT-009;LAT-010;LAT-013;LAT-016;DSK;LAT-002;LAT-004;CLI;NET;LAT-004;LAT-002;LAT-003;LAT-006;LAT-011;LAT-018;IDN;LAT-009;MSG;LAT-003;LAT-004;LAT-007;VOC;LAT-016;LAT-017;LAT-006;LAT-007;LAT-018","apps/android/app/src/main/kotlin/com/astraive/lattice/identity/IdentityPinCard.kt;apps/cli/src/identity.rs;apps/desktop/src-tauri/src/identity.rs;apps/desktop/src/features/identity/PeerIdentityPinPanel.tsx;crates/lattice-identity/src/lib.rs;docs/features/identity.md;packages/protocol-inspector/src/index.test.ts;packages/protocol-inspector/src/index.ts","PENDING-AUDIT",""
"bb56eaad136ac8a474cb38e87e3c16c02b00bd21","feat(space): persist protected policy and local history","messaging-and-projections;product-feature;protocol-events-vectors;requirements-and-architecture;spaces-and-mls;storage-outbox-courier;voice","LAT-002;LAT-003;LAT-006;LAT-011;LAT-018;SPC;IDN-004;IDN-008;LAT-003;LAT-007;MSG;LAT-003;LAT-004;LAT-007;LAT-004;LAT-005;LAT-006;MSG;VOC;LAT-016;LAT-017","crates/lattice-core/Cargo.toml;crates/lattice-core/src/lib.rs;crates/lattice-core/src/space.rs;crates/lattice-mls/Cargo.toml;crates/lattice-mls/src/api.rs;crates/lattice-mls/src/lib.rs;crates/lattice-mls/src/storage.rs;crates/lattice-storage/src/lib.rs;docs/features/messaging.md;docs/features/spaces.md;docs/security/SECURITY_MODEL.md;protocol/specs/05-events.md;protocol/specs/06-spaces.md;protocol/specs/07-permissions.md","PENDING-AUDIT",""
"fc238c15f9d5039e23e6636056e6ef726995969c","feat(files): add authenticated chunk manifests","files-and-transfers;product-feature;voice","FIL;LAT-006;VOC;LAT-016;LAT-017","crates/lattice-files/src/lib.rs","PENDING-AUDIT",""
"ec0e5a3275dc1910b35c7e7adcb5d7f4a06a330e","feat(voice): model local session lifecycle","product-feature;voice","VOC;LAT-016;LAT-017","crates/lattice-voice/src/lib.rs","PENDING-AUDIT",""
"370be31799022dcb2b920697ae6b8c1e9cd6bcd2","feat(cli): expose local Space and relay workflows","cli-and-node;product-feature;relay;requirements-and-architecture;spaces-and-mls;sync-routing-transport","CLI;NET;LAT-004;SPC;IDN-004;IDN-008;LAT-003;LAT-007;NET;LAT-002;LAT-005;LAT-007;LAT-011;NET-009;NET-010;NET-011;NET-013","apps/cli/Cargo.toml;apps/cli/src/doctor.rs;apps/cli/src/main.rs;apps/cli/src/relay.rs;apps/cli/src/space.rs;apps/cli/src/sync.rs;docs/features/cli.md","PENDING-AUDIT",""
"c2e682721169e5a93c54d6852acf93f832f8cc70","feat(desktop): add local Space messaging workflows","desktop;messaging-and-projections;product-feature;requirements-and-architecture;spaces-and-mls","DSK;LAT-002;LAT-004;SPC;IDN-004;IDN-008;LAT-003;LAT-007;MSG;LAT-003;LAT-004;LAT-007","apps/desktop/src-tauri/Cargo.toml;apps/desktop/src-tauri/src/encoding.rs;apps/desktop/src-tauri/src/lib.rs;apps/desktop/src-tauri/src/spaces.rs;apps/desktop/src/App.css;apps/desktop/src/App.tsx;apps/desktop/src/features/spaces/LocalSpaceBrowser.tsx;apps/desktop/src/features/spaces/LocalSpaceCreator.tsx;docs/features/desktop.md","PENDING-AUDIT",""
"7e6866081876e7c621a08cf91362a81fa62e1be8","feat(mobile): add protected Space messaging workflows","android-and-mobile;messaging-and-projections;product-feature;requirements-and-architecture;spaces-and-mls;voice","MOB;LAT-001;LAT-008;LAT-009;LAT-010;LAT-013;LAT-016;SPC;IDN-004;IDN-008;LAT-003;LAT-007;MSG;LAT-003;LAT-004;LAT-007;VOC;LAT-016;LAT-017","apps/android/app/build.gradle.kts;apps/android/app/src/main/kotlin/com/astraive/lattice/AndroidMobileProfile.kt;apps/android/app/src/main/kotlin/com/astraive/lattice/MainActivity.kt;apps/android/app/src/main/kotlin/com/astraive/lattice/SpaceCreationCard.kt;apps/android/app/src/main/kotlin/com/astraive/lattice/SpaceMessageComposer.kt;apps/android/app/src/main/kotlin/uniffi/lattice_uniffi/lattice_uniffi.kt;apps/android/app/src/test/kotlin/com/astraive/lattice/SpaceCreationInputTest.kt;crates/lattice-uniffi/src/lib.rs;crates/lattice-uniffi/src/mobile_client.rs;crates/lattice-uniffi/uniffi.toml;docs/features/mobile.md","PENDING-AUDIT",""
"684d2cc90f264a1808afecc095b079630c00cef7","build(rust): lock application and transport dependencies","build-repository-maintenance","","Cargo.lock","PENDING-AUDIT",""
"3ec8056b59218df2d97a6e6d7d315253a4406c42","docs(requirements): update shipped capability evidence","requirements-and-architecture","","docs/README.md;docs/REQUIREMENTS.md","PENDING-AUDIT",""
"b7a46bca081ca6f4f4c9383566e89fe7bbbc6e71","feat(voice): terminate sessions on permission revocation","product-feature;requirements-and-architecture;voice","VOC;LAT-016;LAT-017","crates/lattice-voice/src/lib.rs;docs/features/voice.md","PENDING-AUDIT",""
"c40a6d90211d01494194c0fa9545d144344a05bd","fix(sync): gate range requests on missing dependencies","behavior-fix;requirements-and-architecture;sync-routing-transport;voice","NET;LAT-002;LAT-005;LAT-007;LAT-011;VOC;LAT-016;LAT-017","crates/lattice-sync/src/lib.rs;docs/features/networking.md","PENDING-AUDIT",""
"95f0001eeeb3e8a7c77d8379ea5d6ebf795d24cd","fix(files): bound source reads and retry interruptions","behavior-fix;files-and-transfers;requirements-and-architecture;voice","FIL;LAT-006;VOC;LAT-016;LAT-017","crates/lattice-files/src/lib.rs;docs/features/files.md","PENDING-AUDIT",""
"2ed2a32b56efee64e77da6f45a22a69be1f63ecb","fix(files): reuse bounded reader for size probe","behavior-fix;files-and-transfers;voice","FIL;LAT-006;VOC;LAT-016;LAT-017","crates/lattice-files/src/lib.rs","PENDING-AUDIT",""
"a7661d1b7102c5e92a029fb0d883b78323c6fcf8","feat(core): queue authorized text edits","messaging-and-projections;product-feature;requirements-and-architecture;voice","MSG;LAT-003;LAT-004;LAT-007;VOC;LAT-016;LAT-017","crates/lattice-core/src/lib.rs;docs/features/messaging.md","PENDING-AUDIT",""
"afc4852c9d73de1eac79f6be9fe6ab2107458b51","docs(voice): fix target section spacing","requirements-and-architecture;voice","VOC;LAT-016;LAT-017","docs/features/voice.md","PENDING-AUDIT",""
"7caf789560d9afb1cc7f2f77267181914dcaad45","style(sync): format dependency scheduling tests","sync-routing-transport;voice","NET;LAT-002;LAT-005;LAT-007;LAT-011;VOC;LAT-016;LAT-017","crates/lattice-sync/src/lib.rs","PENDING-AUDIT",""
"fc531b5f7b5c26383f59e70372d8c89fd1c28304","style(voice): format permission revocation call","voice","VOC;LAT-016;LAT-017","crates/lattice-voice/src/lib.rs","PENDING-AUDIT",""
"5f4f56c1935af0baf23fdaeb0de9fa73e5abca8b","feat(core): replay accepted membership policy history","product-feature;requirements-and-architecture;spaces-and-mls;storage-outbox-courier;voice","SPC;IDN-004;IDN-008;LAT-003;LAT-007;LAT-004;LAT-005;LAT-006;MSG;VOC;LAT-016;LAT-017","crates/lattice-core/src/lib.rs;crates/lattice-core/src/space.rs;crates/lattice-storage/src/lib.rs;docs/features/spaces.md","PENDING-AUDIT",""
"9cacb39fec912a84293a2639f67dc976a76ed645","feat(core): persist edited local message projections","messaging-and-projections;product-feature;requirements-and-architecture;storage-outbox-courier;voice","MSG;LAT-003;LAT-004;LAT-007;LAT-004;LAT-005;LAT-006;MSG;VOC;LAT-016;LAT-017","crates/lattice-core/src/lib.rs;crates/lattice-storage/src/lib.rs;docs/features/messaging.md","PENDING-AUDIT",""
"34bc00e8dab1dc46c33620ed6f9fcfc7167219eb","feat(uniffi): expose local text edit queue","android-and-mobile;messaging-and-projections;product-feature;requirements-and-architecture;voice","MOB;LAT-001;LAT-008;LAT-009;LAT-010;LAT-013;LAT-016;MSG;LAT-003;LAT-004;LAT-007;VOC;LAT-016;LAT-017","crates/lattice-core/src/lib.rs;crates/lattice-uniffi/src/lib.rs;crates/lattice-uniffi/src/mobile_client.rs;docs/features/messaging.md","PENDING-AUDIT",""
"4f71f5192262ae109ebe1fa00ef5562c9bb278bd","feat(cli): add local Space edit command","cli-and-node;messaging-and-projections;product-feature;requirements-and-architecture;spaces-and-mls","CLI;NET;LAT-004;SPC;IDN-004;IDN-008;LAT-003;LAT-007;MSG;LAT-003;LAT-004;LAT-007","apps/cli/src/main.rs;apps/cli/src/space.rs;docs/features/cli.md","PENDING-AUDIT",""
"89e578b27ce0c9483c32f2b1afed76b592ab1b6f","feat(desktop): expose local message edits","desktop;messaging-and-projections;product-feature;requirements-and-architecture;spaces-and-mls","DSK;LAT-002;LAT-004;SPC;IDN-004;IDN-008;LAT-003;LAT-007;MSG;LAT-003;LAT-004;LAT-007","apps/desktop/src-tauri/src/lib.rs;apps/desktop/src-tauri/src/spaces.rs;apps/desktop/src/App.tsx;apps/desktop/src/features/spaces/LocalSpaceBrowser.tsx;docs/features/desktop.md","PENDING-AUDIT",""
"1d3834f7ba14d4c70e8a3a12d5e1def21fb96d08","feat(cli): show local Space message history","cli-and-node;messaging-and-projections;product-feature;requirements-and-architecture;spaces-and-mls","CLI;NET;LAT-004;SPC;IDN-004;IDN-008;LAT-003;LAT-007;MSG;LAT-003;LAT-004;LAT-007","apps/cli/src/main.rs;apps/cli/src/space.rs;docs/features/cli.md","PENDING-AUDIT",""
"5177c4676de44cbea78ffc30cb4112ebf558ee27","feat(android): expose local message edits","android-and-mobile;messaging-and-projections;product-feature;requirements-and-architecture;spaces-and-mls;voice","MOB;LAT-001;LAT-008;LAT-009;LAT-010;LAT-013;LAT-016;SPC;IDN-004;IDN-008;LAT-003;LAT-007;MSG;LAT-003;LAT-004;LAT-007;VOC;LAT-016;LAT-017","apps/android/app/src/main/kotlin/com/astraive/lattice/AndroidMobileProfile.kt;apps/android/app/src/main/kotlin/com/astraive/lattice/MainActivity.kt;apps/android/app/src/main/kotlin/com/astraive/lattice/SpaceMessageComposer.kt;apps/android/app/src/main/kotlin/uniffi/lattice_uniffi/lattice_uniffi.kt;docs/features/mobile.md","PENDING-AUDIT",""
"887dc5537fe315b8b987708aafccbdbeb376a8f5","docs(security): align membership conflict semantics","requirements-and-architecture;spaces-and-mls","SPC;IDN-004;IDN-008;LAT-003;LAT-007","docs/security/SECURITY_MODEL.md;docs/spec.md;docs/spec2.md","PENDING-AUDIT",""
"c835988503585cd2576c3f1b1d394aa9da880bfc","fix(core): restore cached message for local edits","behavior-fix;messaging-and-projections;requirements-and-architecture;spaces-and-mls;voice","SPC;IDN-004;IDN-008;LAT-003;LAT-007;MSG;LAT-003;LAT-004;LAT-007;VOC;LAT-016;LAT-017","crates/lattice-core/src/lib.rs;crates/lattice-core/src/space.rs;docs/features/messaging.md","PENDING-AUDIT",""
"f9581e2f978f98b3445f0f02af2157394558b2fa","feat(desktop): add local Space recovery flow","android-and-mobile;desktop;product-feature;requirements-and-architecture;spaces-and-mls","MOB;LAT-001;LAT-008;LAT-009;LAT-010;LAT-013;LAT-016;DSK;LAT-002;LAT-004;SPC;IDN-004;IDN-008;LAT-003;LAT-007","apps/desktop/src-tauri/src/lib.rs;apps/desktop/src-tauri/src/spaces.rs;apps/desktop/src/App.css;apps/desktop/src/features/spaces/LocalSpaceBrowser.tsx;docs/features/cli.md;docs/features/desktop.md;docs/features/mobile.md","PENDING-AUDIT",""
"fee197ecb64f69d8954421f913c5ad839e8b5693","feat(mobile): expose local Space recovery","android-and-mobile;product-feature;spaces-and-mls;voice","MOB;LAT-001;LAT-008;LAT-009;LAT-010;LAT-013;LAT-016;SPC;IDN-004;IDN-008;LAT-003;LAT-007;VOC;LAT-016;LAT-017","apps/android/app/src/main/kotlin/com/astraive/lattice/AndroidMobileProfile.kt;apps/android/app/src/main/kotlin/com/astraive/lattice/MainActivity.kt;apps/android/app/src/main/kotlin/com/astraive/lattice/SpaceCreationCard.kt;apps/android/app/src/main/kotlin/uniffi/lattice_uniffi/lattice_uniffi.kt;crates/lattice-uniffi/src/lib.rs;crates/lattice-uniffi/src/mobile_client.rs","PENDING-AUDIT",""
"66af4c4775716ddf5a5c08bc58d6a1ba6c13723e","feat(cli): add local Space recovery command","cli-and-node;product-feature;spaces-and-mls","CLI;NET;LAT-004;SPC;IDN-004;IDN-008;LAT-003;LAT-007","apps/cli/src/main.rs;apps/cli/src/space.rs","PENDING-AUDIT",""
"710f665e4cd930f16bc8ac7c89ebbf343e43425e","feat(core): recover conflicted Space generations","product-feature;requirements-and-architecture;spaces-and-mls;storage-outbox-courier;voice","SPC;IDN-004;IDN-008;LAT-003;LAT-007;LAT-004;LAT-005;LAT-006;MSG;VOC;LAT-016;LAT-017","crates/lattice-core/src/lib.rs;crates/lattice-mls/src/api.rs;crates/lattice-mls/src/lib.rs;crates/lattice-storage/src/lib.rs;docs/features/spaces.md","PENDING-AUDIT",""
"2ec9a687ca9f743aaf67b5a5c6be54cadab6ea4b","docs(cli): document local recovery invocation","requirements-and-architecture","","docs/features/cli.md","PENDING-AUDIT",""
"083520fa450179b0d9e3d0e87344946976993f79","fix(desktop): clarify local outbox delivery state","behavior-fix;desktop;storage-outbox-courier","DSK;LAT-002;LAT-004;LAT-004;LAT-005;LAT-006;MSG","apps/desktop/src/App.tsx","PENDING-AUDIT",""
"1a0c7978b5bd4c77d3158a8cf6b3caa99be6a2ba","docs(desktop): record Windows bundle evidence","requirements-and-architecture","","docs/features/desktop.md","PENDING-AUDIT",""
"d73be1ea174193ed4b8540709bdabb193a39b8d4","fix(cli): report local recovery capability","behavior-fix;cli-and-node;requirements-and-architecture;tests-and-fuzzing","CLI;NET;LAT-004;LAT-006;LAT-007;LAT-018","apps/cli/src/main.rs;apps/cli/tests/json_output.rs;docs/features/cli.md","PENDING-AUDIT",""
"554133f2852ed6aa643261b01b384aa8cee4be1b","feat(core): add pinned Welcome bootstrap checkpoints","messaging-and-projections;product-feature;protocol-events-vectors;spaces-and-mls;storage-outbox-courier;voice","LAT-002;LAT-003;LAT-006;LAT-011;LAT-018;SPC;IDN-004;IDN-008;LAT-003;LAT-007;MSG;LAT-003;LAT-004;LAT-007;LAT-004;LAT-005;LAT-006;MSG;VOC;LAT-016;LAT-017","crates/lattice-core/src/bootstrap_snapshot.rs;crates/lattice-core/src/lib.rs;crates/lattice-core/src/space.rs;crates/lattice-core/src/space_bootstrap.rs;crates/lattice-mls/src/api.rs;crates/lattice-storage/src/lib.rs;protocol/specs/06-spaces.md;protocol/specs/07-permissions.md;protocol/vectors/space-welcome-bootstrap-v1.json","PENDING-AUDIT",""
"0c03eec0ad4d6e3c86e95ca79b424205d0a38e8e","feat(files): bind transfers to authorized manifests","files-and-transfers;product-feature;requirements-and-architecture;spaces-and-mls;voice","SPC;IDN-004;IDN-008;LAT-003;LAT-007;FIL;LAT-006;VOC;LAT-016;LAT-017","crates/lattice-core/src/space.rs;crates/lattice-files/src/lib.rs;docs/features/files.md","PENDING-AUDIT",""
"9a39972cdf67227192744fe02725d318e77aacc2","feat(sync): add bounded direct transport exchanges","cli-and-node;product-feature;requirements-and-architecture;sync-routing-transport;voice","CLI;NET;LAT-004;NET;LAT-002;LAT-005;LAT-007;LAT-011;VOC;LAT-016;LAT-017","Cargo.lock;crates/lattice-node/Cargo.toml;crates/lattice-node/src/lib.rs;crates/lattice-node/src/sync.rs;docs/features/networking.md","PENDING-AUDIT",""
